,country,confirmed,deaths,recovered,active,critical,case_per_mn,deaths_per_mn,total_test,tests_per_mn,continent
50,Norway,"7,847",211 ,32,"7,604",37,"1,447",39,"172,586","31,835",Europe
51,Czechia,"7,781",248 ,"3,587","3,946",62,727,23,"257,678","24,062",Europe
52,Colombia,"7,668",340 ,"1,722","5,606",118,151,7,"114,602","2,252",South America
53,Panama,"7,197",200 ,641,"6,356",91,"1,668",46,"34,459","7,986",North America
54,Australia,"6,822",95 ,"5,849",878,29,268,4,"633,107","24,828",Australia/Oceania
55,South Africa,"6,783",131 ,"2,549","4,103",36,114,2,"245,747","4,144",Africa
56,Egypt,"6,465",429 ,"1,562","4,474",,63,4,"90,000",879,Africa
57,Malaysia,"6,298",105 ,"4,413","1,780",27,195,3,"195,833","6,051",Asia
58,Finland,"5,254",230 ,"3,000","2,024",49,948,42,"102,300","18,463",Europe
59,Kuwait,"4,983",38 ,"1,776","3,169",72,"1,167",9,"196,397","45,988",Asia
60,Morocco,"4,903",174 ,"1,438","3,291",1,133,5,"42,112","1,141",Africa
61,Argentina,"4,783",246 ,"1,354","3,183",157,106,5,"65,813","1,456",South America
62,Algeria,"4,474",463 ,"1,936","2,075",22,102,11,"6,500",148,Africa
63,Moldova,"4,121",125 ,"1,382","2,614",237,"1,022",31,"20,447","5,069",Europe
64,Kazakhstan,"3,920",27 ,"1,084","2,809",40,209,1,"296,136","15,771",Asia
65,Luxembourg,"3,824",96 ,"3,379",349,22,"6,109",153,"48,118","76,869",Europe
66,Bahrain,"3,383",8 ,"1,718","1,657",1,"1,988",5,"144,155","84,719",Asia
67,Hungary,"2,998",340 ,629,"2,029",51,310,35,"82,010","8,489",Europe
68,Thailand,"2,969",54 ,"2,739",176,61,43,0.8,"178,083","2,551",Asia
69,Afghanistan,"2,704",85 ,345,"2,274",7,69,2,"11,068",284,Asia
70,Greece,"2,626",144 ,"1,374","1,108",37,252,14,"79,332","7,611",Europe
71,Oman,"2,568",12 ,750,"1,806",17,503,2,"40,459","7,923",Asia
72,Nigeria,"2,558",87 ,400,"2,071",4,12,0.4,"17,566",85,Africa
73,Armenia,"2,386",35 ,"1,035","1,316",10,805,12,"24,177","8,159",Asia
74,Iraq,"2,296",97 ,"1,490",709,,57,2,"103,262","2,567",Asia
75,Ghana,"2,169",18 ,229,"1,922",4,70,0.6,"117,049","3,767",Africa
76,Uzbekistan,"2,149",10 ,"1,319",820,8,64,0.3,"242,536","7,247",Asia
77,Croatia,"2,096",79 ,"1,489",528,15,511,19,"38,084","9,277",Europe
78,Cameroon,"2,077",64 ,953,"1,060",12,78,2,,,Africa
79,Azerbaijan,"1,932",25 ,"1,441",466,17,191,2,"157,932","15,576",Asia
80,Bosnia and Herzegovina,"1,857",77 ,825,955,4,566,23,"33,928","10,341",Europe
81,Iceland,"1,799",10 ,"1,717",72,,"5,272",29,"50,406","147,713",Europe
82,Estonia,"1,700",55 ,259,"1,386",7,"1,282",41,"55,206","41,617",Europe
83,Cuba,"1,649",67 ,827,755,13,146,6,"53,545","4,727",North America
84,Bulgaria,"1,618",73 ,308,"1,237",39,233,11,"47,636","6,856",Europe
85,Bolivia,"1,594",76 ,166,"1,352",3,137,7,"7,651",655,South America
86,Guinea,"1,586",7 ,405,"1,174",,121,0.5,,,Africa
87,North Macedonia,"1,511",84 ,945,482,21,725,40,"17,246","8,278",Europe
88,New Zealand,"1,487",20 ,"1,276",191,,308,4,"152,696","31,665",Australia/Oceania
89,Slovenia,"1,439",96 ,241,"1,102",21,692,46,"55,520","26,706",Europe
90,Lithuania,"1,410",46 ,635,729,17,518,17,"141,678","52,044",Europe
91,Slovakia,"1,408",24 ,619,765,7,258,4,"96,220","17,624",Europe
92,Ivory Coast,"1,398",17 ,653,728,,53,0.6,"10,778",409,Africa
93,Senegal,"1,182",9 ,372,801,4,71,0.5,466,28,Africa
94,Djibouti,"1,112",2 ,686,424,,"1,126",2,"13,856","14,024",Africa
95,Honduras,"1,055",82 ,118,855,10,107,8,"4,810",486,North America
96,Hong Kong,"1,040",4 ,879,157,3,139,0.5,"154,989","20,674",Asia
97,Tunisia,"1,013",42 ,328,643,25,86,4,"24,406","2,065",Africa
98,Latvia,879,16 ,348,515,4,466,8,"64,245","34,061",Europe
99,Cyprus,872,15 ,296,561,15,722,12,"62,267","51,573",Asia
100,Albania,795,31 ,531,233,7,276,11,"8,866","3,081",Europe
101,Kyrgyzstan,795,10 ,564,221,12,122,2,"51,472","7,889",Asia
102,Niger,750,36 ,518,196,,31,1,"5,309",219,Africa
103,Andorra,748,45 ,493,210,17,"9,681",582,"1,673","21,653",Europe
104,Costa Rica,739,6 ,386,347,6,145,1,"13,851","2,719",North America
105,Lebanon,737,25 ,200,512,43,108,4,"39,238","5,749",Asia
106,Somalia,722,32 ,44,646,2,45,2,,,Africa
107,Sri Lanka,718,7 ,184,527,1,34,0.3,"25,206","1,177",Asia
108,Diamond Princess,712,13 ,645,54,4,,,,,
109,Guatemala,703,17 ,72,614,5,39,0.9,"7,200",402,North America
110,Sudan,678,41 ,61,576,,15,0.9,,,Africa
111,DRC,674,33 ,75,566,,8,0.4,,,Africa
112,Burkina Faso,662,45 ,540,77,,32,2,,,Africa
113,Uruguay,655,17 ,442,196,10,189,5,"21,939","6,316",South America
114,Mayotte,650,6 ,235,409,4,"2,383",22,"3,000","10,996",Africa
115,Georgia,589,9 ,223,357,6,148,2,"15,904","3,987",Asia
116,San Marino,582,41 ,86,455,5,"17,152","1,208","2,451","72,235",Europe
117,Mali,563,27 ,213,323,,28,1,"2,172",107,Africa
118,El Salvador,555,12 ,180,363,3,86,2,"30,387","4,685",North America
119,Channel Islands,544,41 ,406,97,,"3,129",236,"5,342","30,725",Europe
120,Maldives,527,1 ,18,508,2,975,2,"8,327","15,405",Asia
121,Tanzania,480,16 ,167,297,7,8,0.3,,,Africa
122,Malta,477,4 ,392,81,1,"1,080",9,"36,204","81,994",Europe
123,Jamaica,469,9 ,38,422,2,158,3,"5,633","1,902",North America
124,Kenya,465,24 ,167,274,2,9,0.4,"23,780",442,Africa
125,Jordan,461,9 ,367,85,5,45,0.9,"84,593","8,291",Asia
126,Taiwan,436,6 ,332,98,,18,0.3,"64,436","2,705",Asia
127,Réunion,423, ,300,123,2,472,,,,Africa
128,Paraguay,396,10 ,126,260,7,56,1,"10,766","1,509",South America
129,Venezuela,357,10 ,158,189,1,13,0.4,"482,953","16,984",South America
130,Palestine,353,2 ,77,274,,69,0.4,"32,200","6,312",Asia
131,Gabon,335,5 ,85,245,1,151,2,724,325,Africa
132,Mauritius,332,10 ,315,7,3,261,8,"16,028","12,603",Africa
133,Montenegro,322,8 ,249,65,2,513,13,"7,816","12,445",Europe
134,Isle of Man,321,22 ,271,28,21,"3,775",259,"3,339","39,267",Europe
135,Equatorial Guinea,315,1 ,9,305,,225,0.7,854,609,Africa
136,Vietnam,271, ,219,52,8,3,,"261,004","2,681",Asia
137,Rwanda,259, ,124,135,,20,,"34,350","2,652",Africa
138,Guinea-Bissau,257,1 ,19,237,,131,0.5,"1,500",762,Africa
139,Congo,229,9 ,25,195,,41,2,,,Africa
140,Faeroe Islands,187, ,185,2,,"3,827",,"8,066","165,074",Europe
141,Martinique,179,14 ,83,82,5,477,37,,,North America
142,Sierra Leone,166,8 ,29,129,,21,1,,,Africa
143,Cabo Verde,165,2 ,33,130,,297,4,791,"1,423",Africa
144,Liberia,158,18 ,58,82,,31,4,,,Africa
145,Myanmar,155,6 ,43,106,,3,0.1,"8,703",160,Asia
146,Guadeloupe,152,12 ,95,45,6,380,30,,,North America
147,Madagascar,149, ,98,51,1,5,,"3,611",130,Africa
148,Gibraltar,144, ,132,12,,"4,274",,"2,711","80,467",Europe
149,Brunei ,138,1 ,128,9,2,315,2,"14,262","32,600",Asia
150,Ethiopia,135,3 ,75,57,,1,0.03,"22,330",194,Africa
151,Tajikistan,128,2 ,,126,,13,0.2,,,Asia
152,French Guiana,128,1 ,98,29,2,429,3,,,South America
153,Togo,124,9 ,67,48,,15,1,"7,425",897,Africa
154,Zambia,124,3 ,78,43,1,7,0.2,"6,882",374,Africa
155,Cambodia,122, ,120,2,1,7,,"12,378",740,Asia
156,Chad,117,10 ,39,68,,7,0.6,,,Africa
157,Trinidad and Tobago,116,8 ,93,15,,83,6,"1,940","1,386",North America
158,Bermuda,115,7 ,51,57,4,"1,847",112,"3,144","50,483",North America
159,Eswatini,112,1 ,12,99,,97,0.9,714,615,Africa
160,Aruba,100,2 ,81,17,4,937,19,"1,756","16,447",North America
161,Monaco,95,4 ,78,13,1,"2,421",102,,,Europe
162,Benin,90,2 ,42,46,,7,0.2,,,Africa
163,Uganda,89, ,52,37,,2,,"39,232",858,Africa
164,Haiti,88,9 ,10,69,,8,0.8,935,82,North America
165,Bahamas,83,11 ,24,48,1,211,28,"1,353","3,441",North America
166,Guyana,82,9 ,22,51,2,104,11,579,736,South America
167,Barbados,82,7 ,44,31,4,285,24,"2,420","8,421",North America
168,Liechtenstein,82,1 ,55,26,,"2,151",26,900,"23,605",Europe
169,Mozambique,80, ,19,61,,3,,"2,466",79,Africa
170,Sint Maarten,76,13 ,44,19,7,"1,773",303,329,"7,673",North America
171,Nepal,75, ,16,59,,3,,"63,102","2,166",Asia
172,Cayman Islands,74,1 ,10,63,3,"1,126",15,"1,927","29,320",North America
173,CAR,72, ,10,62,,15,,,,Africa
174,Libya,63,3 ,22,38,,9,0.4,"2,155",314,Africa
175,French Polynesia,58, ,51,7,1,206,,"2,657","9,459",Australia/Oceania
176,South Sudan,46, ,,46,,4,,"1,247",111,Africa
177,Macao,45, ,39,6,1,69,,,,Asia
178,Syria,44,3 ,27,14,,3,0.2,,,Asia
179,Mongolia,40, ,12,28,,12,,"8,250","2,517",Asia
180,Malawi,39,3 ,9,27,1,2,0.2,892,47,Africa
181,Eritrea,39, ,26,13,,11,,,,Africa
182,Saint Martin,38,3 ,27,8,3,983,78,,,North America
183,Angola,35,2 ,11,22,,1,0.06,481,15,Africa
184,Zimbabwe,34,4 ,5,25,,2,0.3,"7,642",514,Africa
185,Antigua and Barbuda,25,3 ,15,7,1,255,31,151,"1,542",North America
186,Timor-Leste,24, ,20,4,,18,,664,504,Asia
187,Botswana,23,1 ,8,14,,10,0.4,"7,675","3,264",Africa
188,Grenada,21, ,13,8,4,187,,"1,406","12,495",North America
189,Laos,19, ,9,10,,3,,"2,184",300,Asia
190,Belize,18,2 ,13,3,1,45,5,"1,043","2,623",North America
191,Fiji,18, ,14,4,,20,,"1,007","1,123",Australia/Oceania
192,New Caledonia,18, ,17,1,1,63,,"4,947","17,328",Australia/Oceania
193,Saint Lucia,18, ,15,3,,98,,446,"2,429",North America
194,Gambia,17,1 ,9,7,,7,0.4,401,166,Africa
195,Curaçao,16,1 ,13,2,,98,6,351,"2,139",North America
196,Sao Tome and Principe,16,1 ,4,11,,73,5,19,87,Africa
197,Dominica,16, ,13,3,,222,,383,"5,320",North America
198,Namibia,16, ,8,8,,6,,"1,122",442,Africa
199,St. Vincent Grenadines,16, ,8,8,,144,,108,973,North America
200,Nicaragua,15,5 ,7,3,,2,0.8,,,North America
201,Burundi,15,1 ,7,7,,1,0.08,284,24,Africa
202,Saint Kitts and Nevis,15, ,8,7,,282,,294,"5,526",North America
203,Falkland Islands,13, ,13,0,,"3,736",,388,"111,494",South America
204,Turks and Caicos,12,1 ,5,6,,310,26,83,"2,144",North America
205,Montserrat,11,1 ,7,3,1,"2,204",200,36,"7,212",North America
206,Greenland,11, ,11,0,,194,,"1,289","22,706",North America
207,Vatican City,11, ,2,9,,"13,733",,,,Europe
208,Seychelles,11, ,6,5,,112,,,,Africa
209,Yemen,10,2 ,1,7,,0.3,0.07,120,4,Asia
210,Suriname,10,1 ,9,0,,17,2,404,689,South America
211,MS Zaandam,9,2 ,,7,,,,,,
212,Mauritania,8,1 ,6,1,,2,0.2,"1,032",222,Africa
213,Papua New Guinea,8, ,6,2,,0.9,,"2,402",268,Australia/Oceania
214,Bhutan,7, ,5,2,,9,,"10,761","13,946",Asia
215,British Virgin Islands,6,1 ,3,2,,198,33,,,North America
216,Caribbean Netherlands,6, ,,6,,229,,110,"4,195",North America
217,St. Barth,6, ,6,0,,607,,,,North America
218,Western Sahara,6, ,5,1,,10,,,,Africa
219,Anguilla,3, ,3,0,,200,,,,North America
220,Comoros,3, ,,3,,3,,,,Africa
